N,P,K,temperature,humidity,ph,rainfall,label
20.0,50.0,40.0,23.12652652,90.0,5.893492998999999,108.62118329999998,apple
20.0,50.0,40.0,22.98458907,90.0,5.875718516,120.0,apple
20.0,50.0,40.0,22.12659387,90.0,6.386021424,104.5412275,apple
24.0,50.0,40.0,22.53779727,90.0,5.710819862,101.8474768,apple
23.0,50.0,40.0,22.49095104,90.0,5.7959857160000015,120.0,apple
20.0,50.0,40.0,22.35548159,90.0,6.046673619,116.7366261,apple
20.0,50.0,40.0,22.20700989,90.0,6.443382913,120.0,apple
26.0,50.0,40.0,22.44516988,90.0,5.617227184,107.1843273,apple
28.0,50.0,40.0,22.76643029,90.0,6.442289294,120.0,apple
26.0,50.0,40.0,22.19109412,90.0,6.162034371,112.3126628,apple
21.0,50.0,40.0,23.6119202,90.0,5.812781806,120.0,apple
21.0,50.0,40.0,23.86087054,90.0,5.7650151260000015,105.0241329,apple
20.0,50.0,40.0,21.42177231,90.0,6.184922574,102.8045658,apple
20.0,50.0,40.0,22.36629253,90.0,5.739652177000001,120.0,apple
20.0,50.0,40.0,23.99686172,90.0,5.8247786360000005,117.6102915,apple
31.0,50.0,40.0,21.80129837,90.0,5.554823557000001,120.0,apple
25.0,50.0,40.0,23.80436344,90.0,6.024248787,100.6192543,apple
20.0,50.0,40.0,23.71475278,90.0,5.631333387000001,120.0,apple
20.0,50.0,40.0,23.34467359,90.0,5.811975094,112.8954016,apple
20.0,50.0,40.0,22.31253665,90.0,5.730557448,113.0688155,apple
20.0,50.0,40.0,23.50201428,90.0,5.66999105,107.9868949,apple
28.0,50.0,40.0,23.46260321,90.0,5.682751473,111.7763395,apple
28.0,50.0,40.0,23.06204373,90.0,6.245858905,114.7399101,apple
20.0,50.0,40.0,22.47420512,90.0,6.017370134,120.0,apple
20.0,50.0,40.0,22.69780133,90.0,5.53456749,105.0508234,apple
27.0,50.0,40.0,23.66682067,90.0,5.952367662,105.4004751,apple
30.0,50.0,40.0,22.50050273,90.0,6.126436584,100.9343903,apple
32.0,50.0,40.0,23.83053666,90.0,6.406818518,109.5966791,apple
29.0,50.0,40.0,23.64142354,90.0,6.155939452999999,116.6912176,apple
26.0,50.0,40.0,21.41363812,90.0,5.878568981,118.3979065,apple
40.0,50.0,40.0,22.85267372,90.0,5.935336307999999,117.53140259999998,apple
20.0,50.0,40.0,22.98208095,90.0,5.971332179,109.5852253,apple
35.0,50.0,40.0,21.19909519,90.0,5.67130617,103.6838922,apple
20.0,50.0,40.0,23.87192332,90.0,5.882155987999999,103.0548094,apple
33.0,50.0,40.0,21.0365275,90.0,6.08551916,114.7412734,apple
20.0,50.0,40.0,22.61711614,90.0,5.90402645,116.9256766,apple
27.0,50.0,40.0,21.45278675,90.0,6.1102188260000005,116.7036582,apple
29.0,50.0,40.0,22.81227579,90.0,6.212302608,109.3383552,apple
20.0,50.0,40.0,21.98141856,90.0,6.142803397000001,115.4789148,apple
20.0,50.0,40.0,22.52709326,90.0,6.365972687999999,115.3830068,apple
20.0,50.0,40.0,22.35628673,90.0,6.264202804,107.7697413,apple
20.0,50.0,40.0,21.19852186,90.0,6.276198595,105.8554351,apple
20.0,50.0,40.0,23.8812458,90.0,5.514253142,104.9116663,apple
20.0,50.0,40.0,22.78234161,90.0,5.682343744,120.0,apple
29.0,50.0,40.0,22.19055385,90.0,5.830892252000001,120.0,apple
30.0,50.0,40.0,22.91430043,90.0,5.603413172000001,118.6044645,apple
29.0,50.0,40.0,23.08950736,90.0,6.0967531,108.2166601,apple
20.0,50.0,40.0,21.72484506,90.0,6.056529526,120.0,apple
20.0,50.0,40.0,22.44307715,90.0,6.160267496,102.5565807,apple
33.0,50.0,40.0,21.1316077,90.0,5.814434775,120.0,apple
40.0,50.0,40.0,22.71750705,90.0,5.987262638,107.0289866,apple
20.0,50.0,40.0,23.75033085,90.0,5.570020684,117.6602827,apple
38.0,50.0,40.0,23.76121837,90.0,5.9655513110000005,100.825956,apple
28.0,50.0,40.0,22.13450646,90.0,6.062356467000001,112.9203223,apple
35.0,50.0,40.0,21.17089176,90.0,5.895319002000001,120.0,apple
20.0,50.0,40.0,22.36238282,90.0,6.119432215,118.68327250000002,apple
20.0,50.0,40.0,22.77856513,90.0,5.624203283,113.7759219,apple
20.0,50.0,40.0,21.22503442,90.0,5.52078314,113.9760462,apple
31.0,50.0,40.0,23.15791104,90.0,5.731535257999999,110.712841,apple
35.0,50.0,40.0,22.42776057,90.0,5.893490899,102.7230739,apple
29.0,50.0,40.0,23.64082979,90.0,5.560521058,116.7431319,apple
33.0,50.0,40.0,22.29423493,90.0,6.222390797999999,120.0,apple
20.0,50.0,40.0,23.35225078,90.0,6.071255131,113.0381382,apple
35.0,50.0,40.0,22.03911546,90.0,6.231950009,110.9804014,apple
40.0,50.0,40.0,23.80593812,90.0,5.889480679,119.6335548,apple
25.0,50.0,40.0,22.31944084,90.0,5.732757516,100.1173443,apple
31.0,50.0,40.0,22.14464104,90.0,6.400321212000001,120.0,apple
36.0,50.0,40.0,23.65167552,90.0,6.496934492,115.3611268,apple
20.0,50.0,40.0,22.16939473,90.0,6.229498836,120.0,apple
22.0,30.0,20.0,15.78144173,75.0,6.354006743999999,119.035002,orange
37.0,20.0,20.0,26.03097313,75.0,7.5,101.2847738,orange
27.0,20.0,20.0,15.0,75.0,7.335158382,111.2266885,orange
20.0,20.0,20.0,18.87957654,75.0,7.5,114.6659511,orange
20.0,20.0,20.0,29.47741671,75.0,7.1291369410000005,111.1727497,orange
26.0,27.0,20.0,28.06903173,75.0,6.079998496,114.1339416,orange
20.0,23.0,20.0,25.66901098,75.0,7.408939392000001,112.5424199,orange
20.0,20.0,20.0,29.77149434,75.0,7.207991261,114.41617859999998,orange
39.0,24.0,20.0,30.55472573,75.0,7.189259647,106.0711985,orange
20.0,23.0,20.0,23.96147583,75.0,7.365338111,102.6958703,orange
21.0,20.0,20.0,23.98289638,75.0,7.455991072000001,118.4901697,orange
33.0,20.0,20.0,25.26052689,75.0,6.822282114,117.36952959999998,orange
20.0,20.0,20.0,31.08368929,75.0,7.028746406000002,109.6894658,orange
20.0,20.0,20.0,15.0,75.0,6.118430299,100.1961762,orange
24.0,20.0,20.0,26.56608303,75.0,6.285312759,116.3796525,orange
20.0,20.0,20.0,24.85903405,75.0,6.559236744,111.78037340000002,orange
31.0,20.0,20.0,34.51465139,75.0,7.163245982,103.5684926,orange
22.0,20.0,20.0,24.12188673,75.0,6.945562889,102.835632,orange
20.0,20.0,20.0,23.85340379,75.0,7.474710503,103.923226,orange
20.0,20.0,20.0,24.60297538,75.0,7.5,111.2948115,orange
20.0,20.0,20.0,15.63211033,75.0,7.5,101.4705704,orange
20.0,25.0,20.0,19.33516809,75.0,6.361671475,116.450422,orange
20.0,20.0,20.0,28.2620488,75.0,6.929216014,105.2132259,orange
20.0,23.0,20.0,22.67594476,75.0,7.477935216,110.3332655,orange
33.0,20.0,20.0,21.03200078,75.0,7.5,110.6823944,orange
30.0,20.0,20.0,33.23453301,75.0,7.5,115.7659902,orange
21.0,29.0,20.0,22.30318989,75.0,6.438668989,117.3688104,orange
20.0,20.0,20.0,15.0,75.0,6.946354724,115.56837759999998,orange
20.0,20.0,20.0,15.0,75.0,7.5,110.22231229999998,orange
20.0,20.0,20.0,33.105698100000005,75.0,7.434118807000001,119.1709113,orange
29.0,25.0,20.0,30.49183837,75.0,7.5,113.3302105,orange
33.0,20.0,20.0,30.25578031,75.0,6.052318465,116.7173125,orange
20.0,20.0,20.0,15.0,75.0,7.106650373,108.4161706,orange
20.0,20.0,20.0,15.0,75.0,6.22094286,119.3941064,orange
20.0,20.0,20.0,22.79196751,75.0,6.420457311,116.5084074,orange
20.0,20.0,20.0,20.18432263,75.0,6.969249676,116.8130969,orange
20.0,25.0,20.0,30.72119881,75.0,6.0113021810000005,106.8118019,orange
20.0,20.0,20.0,24.35590861,75.0,6.600948787999999,119.6946577,orange
20.0,20.0,20.0,21.21306973,75.0,7.5,112.9834361,orange
20.0,20.0,20.0,15.0,75.0,6.8198271,117.5293447,orange
20.0,30.0,20.0,15.0,75.0,7.291405641,103.5771468,orange
20.0,23.0,20.0,22.56664172,75.0,7.5,109.8585753,orange
24.0,27.0,20.0,18.86883219,75.0,6.157135092000001,119.3936976,orange
36.0,20.0,20.0,17.34083741,75.0,7.1917274,112.7194284,orange
40.0,21.0,20.0,34.90665289,75.0,7.418761774,102.1906333,orange
40.0,22.0,20.0,24.53610067,75.0,6.488221135,115.9787989,orange
32.0,20.0,20.0,15.0,75.0,6.044167236,107.9873218,orange
20.0,20.0,20.0,22.3551049,75.0,6.010391864,101.5164589,orange
20.0,20.0,20.0,34.74004942,75.0,6.949838549,100.1967854,orange
20.0,20.0,20.0,15.0,75.0,7.5,108.82891709999998,orange
29.0,20.0,20.0,23.13338811,75.0,7.5,104.4224145,orange
20.0,20.0,20.0,29.98364695,75.0,7.5,115.3560318,orange
20.0,20.0,20.0,20.87947369,75.0,6.251586885,102.4550786,orange
20.0,22.0,20.0,17.24944623,75.0,6.543191814,112.50905159999998,orange
33.0,20.0,20.0,15.83388699,75.0,7.5,109.7571416,orange
20.0,20.0,20.0,23.01014302,75.0,6.708889665,112.6738296,orange
20.0,20.0,20.0,16.39624284,75.0,6.625538653,102.944161,orange
20.0,20.0,20.0,24.45132792,75.0,6.528354932,109.4711098,orange
34.0,29.0,20.0,31.87859192,75.0,6.450640306,105.3437825,orange
39.0,28.0,20.0,31.34920143,75.0,7.181907673,109.1549823,orange
31.0,25.0,20.0,18.05142392,75.0,7.016482298,111.7793889,orange
20.0,20.0,20.0,30.84835031,75.0,6.388617138,107.4142681,orange
20.0,29.0,20.0,22.45616931,75.0,7.5,118.0069295,orange
26.0,20.0,20.0,15.0,75.0,7.5,106.2944879,orange
20.0,24.0,20.0,20.48954522,75.0,7.137136973,111.83919509999998,orange
39.0,21.0,20.0,15.0,75.0,6.354022554,106.2696156,orange
20.0,29.0,20.0,32.31944397,75.0,6.196907944,117.6236473,orange
36.0,29.0,20.0,20.68185224,75.0,7.5,109.7513927,orange
37.0,23.0,20.0,31.52675982,75.0,6.395258356,113.1169398,orange
39.0,20.0,20.0,25.35467646,75.0,7.5,116.7555937,orange
31.0,20.0,20.0,17.66545409,75.0,6.583411671,110.6857506,orange
20.0,20.0,20.0,15.0,75.0,6.206053072,119.39167179999998,orange
20.0,20.0,20.0,15.0,75.0,6.976997772000001,106.060149,orange
20.0,20.0,20.0,15.0,75.0,6.562594972,112.7715925,orange
20.0,20.0,20.0,25.2990432,75.0,7.260416405,117.9733424,orange
25.0,21.0,20.0,32.23797837,75.0,6.460044777999999,104.7052254,orange
20.0,20.0,20.0,17.68408797,75.0,6.699164936,108.0638166,orange
37.0,20.0,20.0,15.0,75.0,7.401121811,106.69552040000002,orange
26.0,20.0,20.0,17.22034507,75.0,6.912033409,108.0054343,orange
20.0,22.0,20.0,19.667056,75.0,7.5,100.1737964,orange
32.0,25.0,20.0,15.0,75.0,7.5,101.1456947,orange
20.0,20.0,20.0,27.255435,75.0,6.969883482999999,101.139435,orange
28.0,20.0,20.0,34.591784600000004,75.0,6.730757538,115.5650287,orange
24.0,30.0,20.0,32.39523995,75.0,6.601395755,113.25373,orange
20.0,20.0,20.0,15.0,75.0,6.465913274,106.362551,orange
20.0,23.0,20.0,21.49118657,75.0,6.41354791,101.4819888,orange
20.0,20.0,20.0,16.53460397,75.0,6.475275337,110.0447896,orange
20.0,23.0,20.0,31.852069399999998,75.0,6.407715561,109.9455062,orange
20.0,20.0,20.0,28.04799508,75.0,6.550814117000001,117.1311498,orange
34.0,20.0,20.0,31.75048899,75.0,7.36220835,115.1989301,orange
20.0,29.0,20.0,29.07412717,75.0,7.36549204,100.7896871,orange
37.0,24.0,20.0,19.14381903,75.0,7.5,108.0230792,orange
20.0,20.0,20.0,16.14820285,75.0,7.5,107.4287664,orange
34.0,20.0,20.0,34.05296914,75.0,6.725600855,116.8020848,orange
20.0,20.0,20.0,34.51423957,75.0,7.5,118.32719679999998,orange
27.0,30.0,20.0,32.71748548,75.0,7.5,113.328978,orange
20.0,20.0,20.0,25.16296632,75.0,7.105904818,114.3117197,orange
20.0,20.0,20.0,27.68167318,75.0,7.199106204,113.9995146,orange
40.0,20.0,20.0,21.35093384,75.0,7.5,107.0862095,orange
31.0,26.0,20.0,15.0,75.0,7.5,103.2005992,orange
61.0,68.0,50.0,35.0,80.0,6.7932454170000005,200.0,papaya
58.0,50.0,50.0,35.0,80.0,6.576261427,100.0,papaya
50.0,50.0,55.0,35.0,80.0,6.751452932,119.2653877,papaya
50.0,65.0,53.0,35.0,80.0,6.560743092999999,200.0,papaya
50.0,68.0,50.0,35.0,80.0,6.938313356,196.2408242,papaya
70.0,68.0,50.0,33.83508569,80.0,6.991626158,200.0,papaya
68.0,62.0,50.0,33.20258348,80.0,6.977700268,197.5282582,papaya
50.0,65.0,50.0,25.0,80.0,6.833768535,191.7760562,papaya
50.0,68.0,54.0,29.33710543,80.0,6.739170045,200.0,papaya
69.0,64.0,50.0,35.0,80.0,6.993473247000001,186.6762324,papaya
58.0,51.0,50.0,35.0,80.0,6.757470637000001,197.402901,papaya
59.0,50.0,53.0,32.86316618,80.0,6.8506632320000005,100.0,papaya
50.0,64.0,54.0,29.80744318,80.0,6.74274935,200.0,papaya
56.0,57.0,50.0,31.56213762,80.0,6.506120752,100.0,papaya
69.0,60.0,54.0,35.0,80.0,6.98992719,141.1736926,papaya
56.0,58.0,50.0,35.0,80.0,6.69215564,172.47880619999995,papaya
50.0,55.0,53.0,35.0,80.0,6.544029776,100.0,papaya
50.0,51.0,52.0,32.66160599,80.0,6.927803911,100.0,papaya
54.0,65.0,50.0,27.92765919,80.0,6.721835879,149.91075569999995,papaya
57.0,57.0,51.0,35.0,80.0,6.99223441,105.8841531,papaya
50.0,52.0,53.0,32.51247398,80.0,6.704204398,100.0,papaya
58.0,67.0,50.0,35.0,80.0,6.702424548,100.0,papaya
61.0,64.0,52.0,35.0,80.0,6.641098708,110.562229,papaya
50.0,62.0,55.0,27.58548913,80.0,6.585346229,200.0,papaya
50.0,50.0,50.0,35.0,80.0,6.563134737,132.7923586,papaya
50.0,50.0,52.0,25.0,80.0,6.502289472999999,200.0,papaya
50.0,68.0,52.0,32.68067385,80.0,6.800321319,200.0,papaya
50.0,59.0,50.0,34.28879307,80.0,6.721130542999999,127.2509777,papaya
61.0,51.0,51.0,35.0,80.0,6.574677594,120.9512466,papaya
70.0,54.0,50.0,35.0,80.0,6.919342407,122.7628653,papaya
50.0,56.0,50.0,35.0,80.0,6.519779582999999,100.0,papaya
50.0,68.0,51.0,27.34734861,80.0,6.687088097999999,100.0,papaya
50.0,59.0,50.0,35.0,80.0,6.747975732,200.0,papaya
50.0,70.0,52.0,26.26559543,80.0,6.65149129,100.0,papaya
50.0,61.0,50.0,28.12971499,80.0,6.502675132,117.8201907,papaya
50.0,60.0,55.0,34.2804607,80.0,6.825371185,100.0,papaya
50.0,62.0,52.0,33.7960155,80.0,6.99104104,182.026807,papaya
65.0,62.0,51.0,31.53243779,80.0,6.5116248410000015,200.0,papaya
50.0,57.0,53.0,35.0,80.0,6.93172108,100.0,papaya
50.0,50.0,50.0,25.0,80.0,6.712772332999999,200.0,papaya
50.0,50.0,50.0,28.28222883,80.0,6.63016515,179.27208069999998,papaya
60.0,50.0,53.0,25.0,80.0,6.761953186,183.49095,papaya
70.0,68.0,55.0,35.0,80.0,6.691202286,100.0,papaya
59.0,62.0,52.0,35.0,80.0,6.608667683999999,103.8235658,papaya
60.0,58.0,51.0,35.0,80.0,6.840802254,165.7412972,papaya
50.0,60.0,50.0,33.46873719,80.0,6.834808347999999,136.8277041,papaya
50.0,66.0,50.0,31.7018373,80.0,6.953439161,100.0,papaya
50.0,65.0,50.0,35.0,80.0,6.665024507999999,199.3096432,papaya
50.0,54.0,50.0,35.0,80.0,6.662875839,200.0,papaya
50.0,64.0,52.0,28.91842453,80.0,6.678695788,100.0,papaya
50.0,52.0,50.0,35.0,80.0,6.54277684,200.0,papaya
50.0,50.0,50.0,29.20300896,80.0,6.839443833,200.0,papaya
50.0,50.0,50.0,35.0,80.0,6.805277038,181.527598,papaya
50.0,54.0,50.0,25.62446619,80.0,6.762522087000001,100.0,papaya
50.0,65.0,50.0,35.0,80.0,6.678449317999999,163.9069365,papaya
68.0,52.0,50.0,25.0,80.0,6.577192175,100.0,papaya
50.0,50.0,52.0,31.18298415,80.0,6.734005647999999,100.0,papaya
65.0,63.0,50.0,31.88342554,80.0,6.524459342,100.0,papaya
50.0,50.0,50.0,35.0,80.0,6.501521192,200.0,papaya
50.0,53.0,50.0,25.0,80.0,6.758479569,200.0,papaya
50.0,55.0,51.0,25.0,80.0,6.676578778,135.16945249999998,papaya
59.0,62.0,50.0,35.0,80.0,6.941496806,114.778071,papaya
63.0,58.0,50.0,26.83054058,80.0,6.864143752,144.66564440000005,papaya
70.0,65.0,52.0,30.42012134,80.0,6.583528529,100.0,papaya
63.0,50.0,52.0,28.64555584,80.0,6.751747609,115.8163936,papaya
50.0,64.0,50.0,32.50037548,80.0,6.893509446,100.0,papaya
63.0,58.0,50.0,35.0,80.0,6.720744449,100.0,papaya
50.0,58.0,50.0,30.10773379,80.0,6.827812549,100.0,papaya
66.0,69.0,50.0,25.0,80.0,6.912299695,100.0,papaya
54.0,67.0,52.0,35.0,80.0,6.586107335,141.3381168,papaya
69.0,67.0,52.0,27.71948962,80.0,6.827305908,100.0,papaya
67.0,68.0,50.0,35.0,80.0,6.821774589,149.8488208,papaya
50.0,57.0,50.0,25.0,80.0,6.656458831,161.68920930000004,papaya
56.0,50.0,52.0,33.08706051,80.0,6.770384816,100.0,papaya
70.0,50.0,53.0,35.0,80.0,6.933809742999999,172.3458448,papaya
50.0,50.0,50.0,35.0,80.0,6.579441304,200.0,papaya
50.0,60.0,50.0,32.57720726,80.0,6.92791761,100.0,papaya
52.0,51.0,53.0,35.0,80.0,6.985804083,200.0,papaya
50.0,68.0,50.0,35.0,80.0,6.612429546,200.0,papaya
68.0,69.0,52.0,25.65492304,80.0,6.813383387000001,100.0,papaya
50.0,55.0,52.0,35.0,80.0,6.967759599999999,159.6577388,papaya
50.0,55.0,51.0,29.60718808,80.0,6.57398033,100.0,papaya
50.0,62.0,50.0,25.34756111,80.0,6.803094965,174.40123369999995,papaya
50.0,69.0,53.0,25.9300384,80.0,6.964955435,200.0,papaya
50.0,61.0,50.0,32.76795887,80.0,6.764213299,200.0,papaya
50.0,57.0,54.0,29.02328049,80.0,6.617703177999999,126.8069869,papaya
69.0,66.0,50.0,35.0,80.0,6.52711001,100.0,papaya
53.0,55.0,55.0,33.32315744,80.0,6.709668804,200.0,papaya
50.0,61.0,52.0,31.22790131,80.0,6.620729882000001,100.0,papaya
57.0,64.0,55.0,26.68386496,80.0,6.583760498999999,100.0,papaya
51.0,57.0,55.0,25.0,80.0,6.6764073370000006,108.4103158,papaya
56.0,65.0,50.0,35.0,80.0,6.751298936,200.0,papaya
54.0,66.0,52.0,35.0,80.0,6.867554147000001,104.4218596,papaya
58.0,55.0,50.0,26.05375792,80.0,6.7424900270000006,200.0,papaya
68.0,70.0,54.0,31.29986342,80.0,6.986228647000001,100.0,papaya
50.0,59.0,55.0,35.0,80.0,6.979102243,149.1199989,papaya
50.0,64.0,50.0,35.0,80.0,6.8256647820000005,102.2708231,papaya
50.0,67.0,50.0,35.0,80.0,6.617066674,200.0,papaya
56.0,59.0,55.0,35.0,80.0,6.551892637999999,188.5181422,papaya
50.0,64.0,53.0,25.0,80.0,6.598860305,200.0,papaya
20.0,30.0,50.0,26.762749300000007,90.0,6.4200187170000005,224.5903664,coconut
37.0,25.0,50.0,25.61294367,90.0,5.7400545670000005,224.3206759,coconut
20.0,28.0,50.0,28.130115000000004,90.0,5.686972967000001,151.0761899,coconut
20.0,25.0,50.0,25.02887163,90.0,6.293662362999999,179.8248944,coconut
20.0,25.0,50.0,27.79797651,90.0,6.381975465,181.6942283,coconut
20.0,25.0,50.0,29.25902906,90.0,5.542169138999999,184.7624496,coconut
39.0,25.0,50.0,27.10134661,90.0,5.551963184,150.9502632,coconut
34.0,25.0,50.0,25.84726298,90.0,5.8607404810000014,150.0,coconut
31.0,30.0,50.0,26.58580443,90.0,5.558807063,178.8116076,coconut
25.0,25.0,50.0,28.38503882,90.0,5.55771171,189.67113490000003,coconut
20.0,25.0,50.0,28.43647052,90.0,5.568365926,150.0,coconut
26.0,25.0,50.0,28.27298134,90.0,6.07071786,198.8234862,coconut
27.0,25.0,50.0,27.00648436,90.0,5.627860548999998,150.0,coconut
37.0,25.0,50.0,27.63551259,90.0,6.38488418,157.91715369999997,coconut
20.0,25.0,50.0,26.29644905,90.0,5.6858890660000005,215.9195049,coconut
20.0,25.0,50.0,27.1326009,90.0,6.234458417000001,204.7206567,coconut
31.0,25.0,50.0,25.56567803,90.0,6.443168642000001,199.7936345,coconut
20.0,25.0,50.0,25.94951662,90.0,5.842317989,172.0540491,coconut
22.0,25.0,50.0,28.03380598,90.0,5.955742971,218.0055713,coconut
31.0,25.0,50.0,29.12859129,90.0,5.741367375,157.2388553,coconut
34.0,25.0,50.0,27.0828252,90.0,5.948342571,171.7575545,coconut
24.0,25.0,50.0,28.11321494,90.0,6.387067562,172.48136409999995,coconut
20.0,25.0,50.0,27.5136304,90.0,5.562911913,156.6732553,coconut
31.0,25.0,50.0,27.63834933,90.0,5.85971872,205.5463111,coconut
20.0,25.0,50.0,29.01256899,90.0,6.282955072999999,150.05003119999995,coconut
36.0,27.0,50.0,26.58413917,90.0,6.25449571,171.6262299,coconut
38.0,25.0,50.0,28.28905147,90.0,5.973853124,150.0,coconut
20.0,25.0,50.0,28.69164799,90.0,6.081568052000001,178.9635457,coconut
20.0,25.0,50.0,29.70931288,90.0,6.37466756,209.84539930000005,coconut
33.0,25.0,50.0,27.14865285,90.0,6.027707171,150.0,coconut
20.0,25.0,50.0,29.28725038,90.0,5.868285082000001,150.0,coconut
32.0,25.0,50.0,25.06871967,90.0,6.205931637999999,150.0,coconut
38.0,25.0,50.0,26.92449525,90.0,5.5707453860000005,194.9022136,coconut
20.0,25.0,50.0,28.27804288,90.0,6.095261012999999,171.9457959,coconut
23.0,25.0,50.0,29.18032562,90.0,6.025789594,204.9603677,coconut
29.0,25.0,50.0,28.3575072,90.0,5.542873799,160.73069909999995,coconut
24.0,25.0,50.0,29.38072512,90.0,6.366219551,218.5241851,coconut
32.0,25.0,50.0,25.39241091,90.0,5.579845008,218.080385,coconut
30.0,25.0,50.0,26.31270635,90.0,5.804965067,208.1181381,coconut
20.0,25.0,50.0,29.52501367,90.0,6.121005506,194.3100272,coconut
27.0,25.0,50.0,28.83214859,90.0,6.000248647,150.0,coconut
40.0,25.0,50.0,28.48444906,90.0,5.820978791,160.389421,coconut
20.0,25.0,50.0,28.74013335,90.0,5.620733794,156.76508230000005,coconut
30.0,30.0,50.0,25.00872392,90.0,6.001936419,165.8092179,coconut
28.0,25.0,50.0,29.8690834,90.0,6.305740522000001,192.7678575,coconut
39.0,25.0,50.0,27.54273211,90.0,6.362544111,150.2012138,coconut
32.0,25.0,50.0,26.52166434,90.0,5.588655387,150.0,coconut
20.0,25.0,50.0,25.03512351,90.0,6.182232762000001,174.796583,coconut
29.0,25.0,50.0,29.20394909,90.0,5.959493188,211.2506267,coconut
34.0,25.0,50.0,27.05826457,90.0,5.677282677999999,224.70069530000004,coconut
20.0,25.0,50.0,26.18552389,90.0,5.6121227970000005,150.0,coconut
20.0,25.0,50.0,27.59376845,90.0,6.206077742000001,162.8432736,coconut
20.0,25.0,50.0,25.76011662,90.0,5.764812076,150.0,coconut
24.0,27.0,50.0,28.87862994,90.0,6.203376525,150.0,coconut
39.0,29.0,50.0,26.50908611,90.0,6.143662699,199.8778403,coconut
29.0,25.0,50.0,26.87037587,90.0,6.100429497,214.4128874,coconut
20.0,25.0,50.0,27.57283516,90.0,5.7084096010000005,150.0,coconut
20.0,29.0,50.0,28.05912437,90.0,5.868255858,171.65163959999995,coconut
32.0,25.0,50.0,29.51611558,90.0,6.461225827000001,150.0,coconut
37.0,25.0,50.0,28.96318258,90.0,6.165084855,222.803013,coconut
20.0,29.0,50.0,25.09897688,90.0,6.047044342,157.7592626,coconut
31.0,29.0,50.0,27.1872282,90.0,6.137102505,150.0,coconut
20.0,30.0,50.0,29.03065024,90.0,5.894027065,205.5720367,coconut
20.0,25.0,50.0,27.754298,90.0,5.56222383,150.0,coconut
20.0,25.0,50.0,27.31155708,90.0,5.832608027999999,201.8258633,coconut
20.0,28.0,50.0,28.84270971,90.0,6.2185718739999984,224.4016682,coconut
27.0,25.0,50.0,26.61423461,90.0,6.142010637,191.006688,coconut
20.0,25.0,50.0,29.70143197,90.0,6.078807239,215.1968037,coconut
20.0,26.0,50.0,25.54759871,90.0,5.702484758,212.867626,coconut
20.0,28.0,50.0,26.37978453,90.0,5.547594847,167.0470997,coconut
26.0,25.0,50.0,27.45907759,90.0,5.836075368,150.0,coconut
20.0,25.0,50.0,27.02269204,90.0,6.231662767,150.0,coconut
27.0,30.0,50.0,28.98545306,90.0,5.718120393,150.0,coconut
23.0,25.0,50.0,26.1055118,90.0,5.852038202,150.0,coconut
20.0,26.0,50.0,25.0707247,90.0,5.547933273,192.9036306,coconut
38.0,25.0,50.0,25.54963273,90.0,6.156259104,191.2996157,coconut
25.0,25.0,50.0,28.56973521,90.0,6.436314406,150.0,coconut
40.0,25.0,50.0,26.07010807,90.0,5.981169595,150.0,coconut
20.0,25.0,50.0,25.51791333,90.0,6.271952832999999,178.7297725,coconut
26.0,25.0,50.0,25.9490364,90.0,6.470465614,150.0,coconut
35.0,30.0,50.0,28.2974764,90.0,6.141502001,182.4482352,coconut
20.0,30.0,50.0,29.56549169,90.0,5.826381164,224.83157290000003,coconut
31.0,25.0,50.0,29.69952329,90.0,6.342463714,150.0,coconut
20.0,29.0,50.0,26.14162144,90.0,6.071897347,195.4115025,coconut
20.0,30.0,50.0,26.00175125,90.0,6.331051715,209.540094,coconut
30.0,25.0,50.0,27.15116142,90.0,6.413184638,164.9182225,coconut
20.0,25.0,50.0,28.97318719,90.0,5.50158009,213.9011021,coconut
20.0,25.0,50.0,26.13958446,90.0,6.338720873,150.0,coconut
20.0,28.0,50.0,25.51618488,90.0,6.015672239,150.0,coconut
40.0,25.0,50.0,27.55821802,90.0,5.735364307,174.62564809999995,coconut
27.0,25.0,50.0,27.81132822,90.0,6.465906333,154.06212209999995,coconut
21.0,25.0,50.0,25.60033702,90.0,5.855457599,165.82487319999996,coconut
20.0,25.0,50.0,26.91641934,90.0,6.318552972999999,225.6323656,coconut
22.0,25.0,50.0,29.1797902,90.0,6.006784979,188.9252083,coconut
27.0,25.0,50.0,26.44600063,90.0,6.008386282999999,221.2258168,coconut
22.0,25.0,50.0,28.43572863,90.0,5.665785202,203.9283708,coconut
28.0,27.0,50.0,28.94099669,90.0,5.764615485,191.7723087,coconut
23.0,25.0,50.0,26.45488737,90.0,5.901495543999999,150.0,coconut
37.0,25.0,50.0,25.79490531,90.0,5.779032666,152.42387119999995,coconut
20.0,26.0,50.0,26.93141945,90.0,5.67154928,166.5712879,coconut
120.0,47.0,24.0,24.40228894,65.0,7.231324765,90.8022356,cotton
120.0,40.0,20.0,23.09595631,65.0,6.925412377000001,71.29581071,cotton
104.0,47.0,20.0,23.9656349,65.0,7.633437412,90.75616738,cotton
120.0,47.0,23.0,24.88738107,65.0,6.827354668,89.76050416,cotton
120.0,40.0,23.0,25.36243778,65.0,6.176716425,88.43618918,cotton
120.0,50.0,20.0,24.69457084,65.0,6.6287228360000015,78.58494391,cotton
113.0,41.0,20.0,25.0017188,65.0,7.256877571,96.32600992,cotton
